text,l1,l2,l3
"Nashwan (1 March 1986 â€“ 2002) was an American-bred, British-trained Thoroughbred racehorse and sire. After winning both his starts as a two-year-old, he developed into an outstanding performer in the spring and summer of 1989, completing a unique four-timer when winning the 2000 Guineas, Epsom Derby, Eclipse Stakes, and King George VI and Queen Elizabeth Stakes. After sustaining his only defeat in the Prix Niel in September, he was retired to stud where he was a successful sire of winners.",Species,Horse,RaceHorse
"WTZX (860 AM, \""Country Gold 860\"") is a radio station broadcasting a classic country music format. Licensed to Sparta, Tennessee, USA, the station serves the Cookeville area. The station is currently owned by Peg Broadcasting, LLC and features programming from Citadel Media and Dial Global. On June 1, 2010, WTZX changed their format to classic country, branded as \""Country Gold 860\"". WTZX has been granted an FCC construction permit to move to a different transmitter site, decrease daytime power to 950 watts and add critical hours service with 950 watts.",Agent,Broadcaster,RadioStation
"Antaeotricha plumosa is a moth in the Depressariidae family. It was described by Busck in 1914. It is found in Panama. The wingspan is about 15 mm. The forewings are yellowish brown with a violet sheen and a dark brown line from the base along the base of the dorsum, another similarly colored, zigzag line obliquely across the cell to the middle of the dorsum. There is a dark brown, nearly straight line from the middle of the costa at the tornus and an outwardly curved, dark brown line from the apical fourth to the tornus. A marginal series of black dots is found around the apex. The hindwings are light yellow fuscous, in the male with a light yellow costal hair pencil.",Species,Animal,Insect
"United States v. Valenzuela-Bernal, 458 U.S. 858 (1982), is a United States Supreme Court case that determined the constitutionality of deporting aliens who might give testimony in criminal alien smuggling prosecutions. Because deporting alien witnesses might take away a testimony that would be both â€œmaterial and favorableâ€ù to the defendant, it gives rise to a potential motion from the defense to dismiss the indictment under the Compulsory Process Clause of the Sixth Amendment and the Due Process Clause of the Fifth Amendment. The Supreme Court held that because the defendant failed to make a â€œplausible suggestion that the deported aliens possessed any material evidence that was not merely cumulative of other evidence,â€ù the District Court properly denied the respondentâ€™s motion to dismiss the indictment.",UnitOfWork,LegalCase,SupremeCourtOfTheUnitedStatesCase
"The California spiny lobster (Panulirus interruptus) is a species of spiny lobster found in the eastern Pacific Ocean from Monterey Bay, California to the Gulf of Tehuantepec, Mexico. It typically grows to a length of 30 cm (12 in) and is a reddish-brown color with stripes along the legs, and has a pair of enlarged antennae but no claws. The interrupted grooves across the tail are characteristic for the species. Females can carry up to 680,000 eggs, which hatch after 10 weeks into flat phyllosoma larvae. These feed on plankton before the metamorphosis into the juvenile state. Adults are nocturnal and migratory, living among rocks at depths of up to 65 m (213 ft), and feeding on sea urchins, clams, mussels and worms. The spiny lobster is eaten by various fish, octopuses and sea otters, but can defend itself with a loud noise produced by its antennae. The California spiny lobster is the subject of both commercial and recreational fishery in both Mexico and the United States, with sport fishermen using hoop nets and commercial fishermen using lobster traps.",Species,Animal,Crustacean
"Cashville Records (also known as G-Unit South) is an American independent record label based in Nashville, Tennessee founded by rapper Young Buck. Due to a feud with rapper 50 Cent dating back to late 2007, David Brown had to change the name from G-Unit South to Cashville Records because Brown was no longer allowed to use the G-Unit logo or name to distribute his music. The label has signed such acts as The Outlawz, C-Bo, Lil Scrappy and more.",Agent,Company,RecordLabel
Nicolaas Phillipus Jacobus Steyn (born 2 August 1985 in Kroonstad) is a former South African rugby union player that made 140 first class appearances for the Griffons and the Free State Cheetahs between 2006 and 2015. He uisually played as an Eighth man.,Agent,Athlete,RugbyPlayer
"For other stations that used the KFI callsign, please see KFI (disambiguation). KFI (640 kHz) is an AM radio station in Los Angeles, California, owned and operated by iHeartMedia, Inc. It received its license to operate on March 31, 1922 and began operating on April 16, 1922, and after a succession of power increases, became one of the United States' first high-powered, \""clear-channel\"" stations. KFI is a Class A 50,000 watt station. It airs a talk radio format, with mostly local hosts and frequent news updates. Its studios are located in Burbank between the Warner Bros. Studios and The Burbank Studios, and it has a transmitter site in La Mirada near the Artesia Boulevard exit of Interstate 5, the Santa Ana Freeway. By day, its signal can be heard around Southern California and at night, when radio waves travel further, it can be picked up around Western North America. KFI is licensed by the U.S. Federal Communications Commission to broadcast in the HD (hybrid) format. Los Angeles media has recently reported (August 12, 2015) that KFI has turned off the AM HD signal.",Agent,Broadcaster,RadioStation
"The Roman Catholic Diocese of Barcelona (Latin: Dioecesis Barcinonensis in Venetiola) is a diocese located in the city of Barcelona in the Ecclesiastical province of CumanÃ¡ in Venezuela. On Thursday, 11 July 2014, the Vatican web site's online daily news bulletin, in the listing of resignations and appointments, stated that Pope Francis had appointed Bishop Jorge Anibal Quintero ChacÃ?n, who had been serving as the Bishop of the Roman Catholic Diocese of Margarita, as the Bishop-designate of the Roman Catholic Diocese of Barcelona.",Place,ClericalAdministrativeRegion,Diocese
"UNITE HERE is a labor union in the United States and Canada with more than 265,000 active members The union's members work predominantly in the hotel, food service, laundry, warehouse, and casino gaming industries. The union was formed in 2004 by the merger of Union of Needletrades, Industrial, and Textile Employees (UNITE) and Hotel Employees and Restaurant Employees Union (HERE). In 2005, UNITE HERE withdrew from the AFL-CIO and joined the Change to Win Federation, along with several other unions, including the Teamsters, SEIU and the UFCW. In May 2009, union president Bruce Raynor (originally from UNITE) left UNITE HERE, taking with him numerous local unions and between 105,000 and 150,000 members, mostly garment workers and a labor-owned bank, Amalgamated Bank. They formed a new Service Employees International Union (SEIU) affiliate called Workers United. On September 17, 2009, UNITE HERE announced that it would re-affiliate with the AFL-CIO.",Agent,Organisation,TradeUnion
"Udren Zom is a mountain in the Hindu Kush mountain range in Pakistan. Its summit has an elevation of 7,140 metres (23,425 ft) and a topographic prominence of 1,620 metres (5,315 ft). It is one of the highest peaks in the world located outside of the Himalaya and Karakoram ranges. Udren Zom is located in the Khyber Pakhtunkhwa province of Pakistan.",Place,NaturalPlace,Mountain
"Lars Gunnestad (born 18 February 1971 in Drammen, Norway) is a former Norwegian international motorcycle speedway rider. He won the Individual Speedway Norwegian Championship a record ten times. His son, Lars Daniel, is speedway rider also. Lars Daniel finished fifth in the 2009 Norwegian Championship.",Agent,MotorcycleRider,SpeedwayRider
